"zip","city","county","pop"
"94586","Sunol","Alameda","831"
"95703","Applegate","Placer","831"
"93518","Caliente","Kern","814"
"96109","Doyle","Lassen","812"
"94923","Bodega Bay","Sonoma","808"
"95345","Midpines","Mariposa","802"
"96069","Oak Run","Shasta","800"
"93424","Avila Beach","San Luis Obispo","795"
"95652","Mcclellan","Sacramento","789"
"92070","Santa Ysabel","San Diego","786"
"93254","New Cuyama","Santa Barbara","786"
"95941","Forbestown","Butte","775"
"95674","Rio Oso","Sutter","767"
"95553","Miranda","Humboldt","767"
"93450","San Ardo","Monterey","767"
"95565","Scotia","Humboldt","762"
"93673","Traver","Tulare","754"
"95914","Bangor","Butte","752"
"93665","South Dos Palos","Merced","752"
"95552","Mad River","Trinity","750"
"94937","Inverness","Marin","742"
"92327","Daggett","San Bernardino","737"
"95830","Sacramento","Sacramento","734"
"96038","Grenada","Siskiyou","732"
"95043","Paicines","San Benito","731"
"96048","Junction City","Trinity","730"
"95439","Fulton","Sonoma","728"
"92358","Lytle Creek","San Bernardino","722"
"93932","Lockwood","Monterey","709"
"95432","Elk","Mendocino","706"
"95543","Gasquet","Del Norte","705"
"95444","Graton","Sonoma","705"
"95615","Courtland","Sacramento","704"
"96096","Whitmore","Shasta","703"
"92347","Hinkley","San Bernardino","702"
"94970","Stinson Beach","Marin","698"
"92066","Ranchita","San Diego","693"
"90742","Sunset Beach","Orange","692"
"93255","Onyx","Kern","691"
"96128","Standish","Lassen","685"
"95960","North San Juan","Nevada","684"
"95017","Davenport","Santa Cruz","681"
"93238","Kernville","Kern","673"
"92322","Cedarpines Park","San Bernardino","672"
"95563","Salyer","Trinity","665"
"95668","Pleasant Grove","Sutter","664"
"94567","Pope Valley","Napa","658"
"94946","Nicasio","Marin","658"
"93452","San Simeon","San Luis Obispo","658"
"92305","Angelus Oaks","San Bernardino","657"
"95227","Clements","San Joaquin","654"
"95306","Catheys Valley","Mariposa","654"
"95459","Manchester","Mendocino","641"
"93517","Bridgeport","Mono","641"
"95387","Westley","Stanislaus","636"
"92135","San Diego","San Diego","635"
"93526","Independence","Inyo","629"
"95251","Vallecito","Calaveras","625"
"95651","Lotus","El Dorado","624"
"96091","Trinity Center","Trinity","618"
"95970","Princeton","Colusa","616"
"91931","Guatay","San Diego","613"
"95939","Elk Creek","Glenn","605"
"95556","Orleans","Humboldt","598"
"92678","Trabuco Canyon","Orange","584"
"95653","Madison","Yolo","581"
"96148","Tahoe Vista","Placer","580"
"95471","Rio Nido","Sonoma","573"
"92309","Baker","San Bernardino","572"
"95675","River Pines","Amador","566"
"92258","North Palm Springs","Riverside","559"
"96058","Macdoel","Siskiyou","553"
"93954","San Lucas","Monterey","551"
"95233","Hathaway Pines","Calaveras","548"
"96087","Shasta","Shasta","544"
"96059","Manton","Tehama","542"
"93604","Bass Lake","Madera","541"
"93652","Raisin","Fresno","540"
"96084","Round Mountain","Shasta","536"
"91210","Glendale","Los Angeles","529"
"95420","Caspar","Mendocino","523"
"95714","Dutch Flat","Placer","522"
"92147","San Diego","San Diego","518"
"94021","Loma Mar","San Mateo","511"
"95554","Myers Flat","Humboldt","508"
"95527","Burnt Ranch","Trinity","499"
"96033","French Gulch","Shasta","490"
"96090","Tehama","Tehama","481"
"93224","Fellows","Kern","471"
"95075","Tres Pinos","San Benito","459"
"96124","Calpine","Sierra","458"
"95585","Leggett","Mendocino","457"
"92155","San Diego","San Diego","456"
"92268","Pioneertown","San Bernardino","455"
"92328","Death Valley","Inyo","438"
"95555","Orick","Humboldt","437"
"95041","Mount Hermon","Santa Cruz","436"
"94104","San Francisco","San Francisco","429"
"96016","Cassel","Shasta","424"
"95558","Petrolia","Humboldt","416"
"95385","Vernalis","San Joaquin","415"
"95979","Stonyford","Colusa","414"
"93962","Spreckels","Monterey","414"
"93067","Summerland","Santa Barbara","410"
"96129","Beckwourth","Plumas","408"
"95257","Wilseyville","Calaveras","407"
"94963","San Geronimo","Marin","404"
"96065","Montgomery Creek","Shasta","403"
"96141","Homewood","Placer","403"
"95412","Annapolis","Sonoma","397"
"92333","Fawnskin","San Bernardino","392"
"93529","June Lake","Mono","390"
"95564","Samoa","Humboldt","389"
"96006","Adin","Modoc","389"
"95607","Capay","Yolo","389"
"94528","Diablo","Contra Costa","384"
"96050","Klamath River","Siskiyou","381"
"95983","Taylorsville","Plumas","380"
"93664","Shaver Lake","Fresno","380"
"95225","Burson","Calaveras","378"
"94548","Knightsen","Contra Costa","377"
"95493","Witter Springs","Lake","377"
"95007","Brookdale","Santa Cruz","374"
"96105","Chilcoot","Plumas","372"
"95569","Redcrest","Humboldt","371"
"96063","Mineral","Tehama","359"
"96121","Milford","Lassen","358"
"93563","Valyermo","Los Angeles","357"
"95417","Branscomb","Mendocino","356"
"96117","Litchfield","Lassen","355"
"96075","Paynes Creek","Tehama","350"
"95950","Grimes","Colusa","350"
"95956","Meadow Valley","Plumas","348"
"96092","Vina","Tehama","343"
"93531","Keene","Kern","338"
"95639","Hood","Sacramento","335"
"93512","Benton","Mono","328"
"95984","Twain","Plumas","327"
"91934","Jacumba","San Diego","323"
"96009","Bieber","Lassen","321"
"96015","Canby","Modoc","320"
"96054","Lookout","Modoc","319"
"95920","Butte City","Glenn","315"
"93244","Lemon Cove","Tulare","308"
"91759","Mt Baldy","Los Angeles","307"
"95571","Weott","Humboldt","304"
"96135","Vinton","Plumas","301"
"95837","Sacramento","Sacramento","300"
"95435","Finley","Lake","299"
"93549","Olancha","Inyo","293"
"95736","Weimar","Placer","289"
"94940","Marshall","Marin","287"
"92134","San Diego","San Diego","285"
"96076","Platina","Shasta","284"
"96034","Gazelle","Siskiyou","279"
"96037","Greenview","Siskiyou","279"
"96086","Seiad Valley","Siskiyou","278"
"95925","Challenge","Yuba","276"
"95312","Cressey","Merced","276"
"95568","Somes Bar","Siskiyou","274"
"96106","Clio","Plumas","274"
"95637","Guinda","Yolo","268"
"95511","Alderpoint","Humboldt","262"
"95935","Dobbins","Yuba","261"
"93207","California Hot Springs","Tulare","256"
"94929","Dillon Beach","Marin","254"
"95537","Fields Landing","Humboldt","251"
"95606","Brooks","Yolo","249"
"93627","Helm","Fresno","247"
"95978","Stirling City","Butte","245"
"93541","Lee Vining","Mono","244"
"93669","Wishon","Madera","238"
"90743","Surfside","Orange","236"
"92378","Rimforest","San Bernardino","234"
"95728","Soda Springs","Nevada","231"
"95450","Jenner","Sonoma","227"
"92239","Desert Center","Riverside","227"
"93260","Posey","Tulare","226"
"94971","Tomales","Marin","226"
"95427","Comptche","Mendocino","226"
"96112","Fort Bidwell","Modoc","224"
"93641","Miramonte","Fresno","223"
"92341","Green Valley Lake","San Bernardino","222"
"95318","El Portal","Mariposa","220"
"92385","Skyforest","San Bernardino","216"
"96068","Nubieber","Lassen","204"
"93251","Mc Kittrick","Kern","202"
"96011","Big Bend","Shasta","199"
"93605","Big Creek","Fresno","198"
"95526","Bridgeville","Humboldt","196"
"95443","Glenhaven","Lake","193"
"95697","Yolo","Yolo","183"
"94569","Port Costa","Contra Costa","180"
"95488","Westport","Mendocino","179"
"95717","Gold Run","Placer","176"
"93603","Badger","Tulare","175"
"96116","Likely","Modoc","172"
"95494","Yorkville","Mendocino","171"
"94074","San Gregorio","San Mateo","170"
"92389","Tecopa","Inyo","168"
"95224","Avery","Calaveras","167"
"96029","Flournoy","Tehama","167"
"92060","Palomar Mountain","San Diego","166"
"93524","Edwards","Kern","165"
"96074","Paskenta","Tehama","164"
"95232","Glencoe","Calaveras","161"
"95431","Eldridge","Sonoma","161"
"95936","Downieville","Sierra","158"
"91046","Verdugo City","Los Angeles","158"
"95335","Long Barn","Tuolumne","153"
"95601","Amador City","Amador","151"
"93645","O Neals","Madera","148"
"95698","Zamora","Yolo","148"
"94128","San Francisco","San Mateo","146"
"95934","Crescent Mills","Plumas","146"
"93043","Port Hueneme Cbc Base","Ventura","144"
"93276","Tupman","Kern","144"
"93429","Casmalia","Santa Barbara","144"
"96017","Castella","Shasta","140"
"95514","Blocksburg","Humboldt","140"
"95595","Zenia","Trinity","139"
"93621","Dunlap","Fresno","136"
"95463","Navarro","Mendocino","136"
"96014","Callahan","Siskiyou","135"
"96031","Forks Of Salmon","Siskiyou","133"
"90822","Long Beach","Los Angeles","133"
"91948","Mount Laguna","San Diego","130"
"96110","Eagleville","Modoc","126"
"96125","Sierra City","Sierra","126"
"96133","Topaz","Mono","126"
"90071","Los Angeles","Los Angeles","126"
"93554","Randsburg","Kern","125"
"96040","Hat Creek","Shasta","124"
"95910","Alleghany","Sierra","123"
"94950","Olema","Marin","123"
"96010","Big Bar","Trinity","122"
"93226","Glennville","Kern","121"
"92259","Ocotillo","Imperial","121"
"93528","Johannesburg","Kern","119"
"95545","Honeydew","Humboldt","118"
"93042","Point Mugu Nawc","Ventura","118"
"95429","Dos Rios","Mendocino","116"
"96046","Hyampom","Trinity","115"
"96115","Lake City","Modoc","115"
"93592","Trona","San Bernardino","115"
"93623","Fish Camp","Mariposa","114"
"92266","Palo Verde","Imperial","112"
"95248","Rail Road Flat","Calaveras","106"
"93208","Camp Nelson","Tulare","106"
"94576","Deer Park","Napa","105"
"95715","Emigrant Gap","Placer","104"
"95720","Kyburz","El Dorado","103"
"94516","Canyon","Contra Costa","103"
"95140","Mount Hamilton","Santa Clara","102"
"93522","Darwin","Inyo","100"
"92332","Essex","San Bernardino","97"
"95314","Dardanelle","Tuolumne","95"
"95550","Korbel","Humboldt","94"
"96049","Redding","Shasta","90"
"95604","Auburn","Placer","85"
"96126","Sierraville","Sierra","85"
"95013","Coyote","Santa Clara","85"
"96111","Floriston","Nevada","83"
"93628","Hume","Fresno","83"
"96108","Davis Creek","Modoc","80"
"95646","Kirkwood","Alpine","80"
"95325","Hornitos","Mariposa","78"
"95625","Elmira","Solano","74"
"95930","Clipper Mills","Butte","72"
"93287","Woody","Kern","72"
"95559","Phillipsville","Humboldt","70"
"95974","Richvale","Butte","65"
"93220","Edison","Kern","65"
"96119","Madeline","Lassen","59"
"95986","Washington","Nevada","56"
"95679","Rumsey","Yolo","56"
"96085","Scott Bar","Siskiyou","54"
"93262","Sequoia National Park","Tulare","53"
"95486","Villa Grande","Sonoma","51"
"95587","Piercy","Mendocino","51"
"96132","Termo","Lassen","50"
"96136","Wendel","Lassen","44"
"95981","Strawberry Valley","Yuba","39"
"94573","Rutherford","Napa","36"
"96071","Old Station","Shasta","31"
"95923","Canyondam","Plumas","28"
"95944","Goodyears Bar","Sierra","26"
"93558","Red Mountain","San Bernardino","26"
"94972","Valley Ford","Sonoma","25"
"96123","Ravendale","Lassen","25"
"92304","Amboy","San Bernardino","23"
"93634","Lakeshore","Fresno","22"
"95724","Norden","Nevada","22"
"95699","Drytown","Amador","21"
"96061","Mill Creek","Tehama","21"
"91608","Universal City","Los Angeles","21"
"92384","Shoshone","Inyo","17"
"94512","Birds Landing","Solano","16"
"95735","Twin Bridges","El Dorado","12"
"95680","Ryde","Sacramento","10"
"93530","Keeler","Inyo","10"
"95430","Duncans Mills","Sonoma","7"
"92267","Parker Dam","San Bernardino","6"
"92364","Nipton","San Bernardino","6"
"95375","Strawberry","Tuolumne","5"
"96155","South Lake Tahoe","El Dorado","0"
"95721","Echo Lake","El Dorado","0"
"95250","Sheep Ranch","Calaveras","0"
"90747","Carson","Los Angeles","0"
"95915","Belden","Plumas","0"
"95364","Pinecrest","Tuolumne","0"
"95226","Campo Seco","Calaveras","0"
"92280","Vidal","San Bernardino","0"
"90095","Los Angeles","Los Angeles","0"
"95234","Holt","San Joaquin","0"
"93633","Kings Canyon National Pk","Tulare","0"
"94850","Richmond","Contra Costa","0"
"92338","Ludlow","San Bernardino","0"
"91980","Tecate","San Diego","0"
"90831","Long Beach","Los Angeles","0"
"93943","Monterey","Monterey","0"
"90079","Los Angeles","Los Angeles","0"
"93519","Cantil","Kern","0"
"93064","Brandeis","Ventura","0"
"92132","San Diego","San Diego","0"
"91371","Woodland Hills","Los Angeles","0"
"95305","Big Oak Flat","Tuolumne","0"
"93410","San Luis Obispo","San Luis Obispo","0"
"92222","Bard","Imperial","0"
"90506","Torrance","Los Angeles","0"
